Id,Label,topic,language,media_type,location,followers,popularity,pageranks,modularity_class,Authority,Hub,indegree,outdegree,Degree,eigencentrality
YOU20250728123554,YOU20250728123554,Education,Spanish,Image,Asia,548,0,0.000031,34,0.007199,0.00717,9,9,18,0.068632
YOU20250728123597,YOU20250728123597,Sports,German,Text,Asia,26,0,0.000029,7,0.005767,0.009032,7,11,18,0.060713
YOU20250728123601,YOU20250728123601,AI/ML,French,Image,North America,1031,0,0.000037,48,0.008618,0.005864,11,7,18,0.107849
YOU20250728123607,YOU20250728123607,Gaming,Spanish,Text,Europe,70,0,0.000037,42,0.008563,0.005886,11,7,18,0.115676
YOU20250728123612,YOU20250728123612,Health,Portuguese,Text,Asia,19116,1,0.000032,27,0.007377,0.008592,9,9,18,0.089064
YOU20250728123618,YOU20250728123618,Science,English,Text,Europe,16,0,0.000047,19,0.009554,0.00433,13,5,18,0.18433
YOU20250729123626,YOU20250729123626,Entertainment,Japanese,Poll,Europe,217270,1,0.000036,20,0.009353,0.006363,11,7,18,0.106878
YOU20250729123636,YOU20250729123636,Climate,Hindi,Image,Asia,3571,0,0.000046,1,0.008317,0.005763,11,7,18,0.192068
YOU20250729123649,YOU20250729123649,Travel,Portuguese,Video,North America,3,0,0.000032,25,0.008368,0.006969,10,8,18,0.072429
YOU20250729123661,YOU20250729123661,Education,Portuguese,Video,North America,5496,0,0.00004,6,0.007595,0.006043,10,8,18,0.122073
YOU20250729123678,YOU20250729123678,Business,English,Image,Asia,12410,1,0.000048,48,0.011783,0.002584,15,3,18,0.188463
YOU20250729123683,YOU20250729123683,Politics,English,Poll,Europe,18,0,0.000044,35,0.009522,0.005348,12,6,18,0.157089
YOU20250729123698,YOU20250729123698,Education,English,Text,South America,901,0,0.000033,6,0.007383,0.007614,9,9,18,0.093351
YOU20250729123699,YOU20250729123699,Entertainment,German,Text,Europe,3051,0,0.000033,26,0.007198,0.007209,9,9,18,0.092934
YOU20250729123708,YOU20250729123708,Sports,Portuguese,Image,Asia,253,0,0.000042,35,0.009268,0.004683,12,6,18,0.144735
YOU20250729123709,YOU20250729123709,Technology,English,Text,North America,725,0,0.000032,47,0.005553,0.009464,7,11,18,0.081351
YOU20250729123715,YOU20250729123715,AI/ML,Japanese,Text,Asia,4917,0,0.000034,6,0.00714,0.007825,9,9,18,0.116363
YOU20250729123723,YOU20250729123723,Finance,Spanish,Text,Asia,2109,1,0.000039,35,0.010522,0.004445,13,5,18,0.116626
YOU20250729123724,YOU20250729123724,Education,English,Video,Asia,39,0,0.00003,29,0.004671,0.009386,6,12,18,0.081844
YOU20250729123733,YOU20250729123733,Entertainment,Spanish,Text,Asia,3750,0,0.000037,39,0.007732,0.006706,10,8,18,0.126882
YOU20250729123740,YOU20250729123740,Science,English,Link,Asia,517,0,0.000031,5,0.007514,0.007284,9,9,18,0.072497
YOU20250729123756,YOU20250729123756,Health,English,Image,North America,201,0,0.000041,2,0.008201,0.005991,11,7,18,0.150903
YOU20250729123772,YOU20250729123772,Education,English,Text,Europe,62,0,0.000033,34,0.006203,0.00829,8,10,18,0.090412
YOU20250729123785,YOU20250729123785,Travel,English,Text,North America,16,0,0.000034,0,0.008182,0.006159,10,8,18,0.090012
YOU20250729123791,YOU20250729123791,AI/ML,English,Image,Asia,260,0,0.000036,23,0.00547,0.007615,8,10,18,0.105959
YOU20250729123797,YOU20250729123797,AI/ML,Japanese,Video,Asia,29,0,0.000039,2,0.007923,0.00511,11,7,18,0.139606
YOU20250729123805,YOU20250729123805,Education,Portuguese,Text,Unknown,83,0,0.000032,35,0.009627,0.005598,11,7,18,0.071145
YOU20250729123814,YOU20250729123814,AI/ML,English,Image,North America,17245,1,0.000038,21,0.007458,0.006937,10,8,18,0.119843
YOU20250729123821,YOU20250729123821,Fashion,French,Text,North America,850510,1,0.000028,5,0.003651,0.010489,5,13,18,0.07232
YOU20250729123834,YOU20250729123834,Health,Spanish,Text,North America,20,0,0.000027,40,0.005234,0.008909,6,12,18,0.047789
YOU20250729123839,YOU20250729123839,Entertainment,Hindi,Link,North America,2605,0,0.000037,30,0.007645,0.006469,10,8,18,0.11972
YOU20250729123843,YOU20250729123843,Entertainment,English,Text,Europe,4413,0,0.000036,38,0.007681,0.006084,10,8,18,0.114531
YOU20250729123851,YOU20250729123851,Gaming,French,Text,Asia,383,0,0.000037,25,0.007791,0.006966,10,8,18,0.113527
YOU20250729123867,YOU20250729123867,Business,Spanish,Link,Asia,1678,0,0.000031,25,0.009035,0.007137,10,8,18,0.062799
YOU20250729123868,YOU20250729123868,AI/ML,English,Video,North America,657,0,0.00003,43,0.007622,0.007099,9,9,18,0.066116
YOU20250729123888,YOU20250729123888,Education,Spanish,Image,Europe,2348,0,0.000035,16,0.00731,0.007182,9,9,18,0.096654
YOU20250729123890,YOU20250729123890,Finance,English,Text,Asia,871,0,0.000037,38,0.008821,0.005526,11,7,18,0.115835
YOU20250729123893,YOU20250729123893,Business,Hindi,Image,Europe,2152,0,0.000037,15,0.009841,0.004317,12,6,18,0.111373
YOU20250729123897,YOU20250729123897,Fashion,English,Link,Oceania,518,0,0.00003,3,0.006789,0.008761,8,10,18,0.068151
YOU20250729123898,YOU20250729123898,Gaming,Portuguese,Text,North America,535,0,0.000035,43,0.008285,0.006513,10,8,18,0.104162
YOU20250729123910,YOU20250729123910,Sports,Japanese,Image,Asia,2850,1,0.00005,7,0.01052,0.002202,15,3,18,0.174398
YOU20250729123912,YOU20250729123912,Sports,French,Text,North America,16903,0,0.000043,21,0.010275,0.00418,13,5,18,0.175783
YOU20250729123918,YOU20250729123918,Travel,English,Text,Africa,1310,0,0.000033,43,0.009056,0.005968,11,7,18,0.080375
YOU20250730123933,YOU20250730123933,Climate,French,Image,Asia,606,0,0.00004,32,0.009372,0.004446,12,6,18,0.131728
YOU20250730123955,YOU20250730123955,Climate,English,Video,North America,2655,0,0.000032,5,0.006358,0.007907,8,10,18,0.088844
YOU20250730123956,YOU20250730123956,Fashion,Hindi,Text,Europe,533,0,0.000046,24,0.009757,0.004139,13,5,18,0.182802
YOU20250730123958,YOU20250730123958,Climate,Portuguese,Text,North America,3638,0,0.000038,18,0.007785,0.006619,10,8,18,0.123268
YOU20250730123959,YOU20250730123959,Food,English,Image,Asia,525313,1,0.000041,37,0.01024,0.004242,13,5,18,0.13471
YOU20250730123974,YOU20250730123974,Climate,English,Text,Europe,3432,0,0.000037,16,0.006507,0.006938,9,9,18,0.123243
YOU20250730123986,YOU20250730123986,AI/ML,English,Text,Europe,3371,0,0.000043,13,0.008105,0.004599,12,6,18,0.159271
YOU20250730123988,YOU20250730123988,Education,English,Image,Asia,38558,0,0.000035,22,0.008686,0.005531,11,7,18,0.085961
YOU20250730123990,YOU20250730123990,Politics,English,Image,Europe,166,0,0.000041,27,0.006734,0.005569,10,8,18,0.151062
YOU20250730123999,YOU20250730123999,Finance,Korean,Image,Oceania,1,0,0.00004,34,0.008576,0.006309,11,7,18,0.132418
YOU20250730124007,YOU20250730124007,AI/ML,Spanish,Video,North America,42,0,0.000043,41,0.00988,0.003542,13,5,18,0.166028
YOU20250730124010,YOU20250730124010,Finance,English,Image,North America,2188,0,0.000038,15,0.008657,0.005212,11,7,18,0.128331
YOU20250730124032,YOU20250730124032,Business,English,Video,Europe,18,0,0.000039,32,0.009623,0.0051,12,6,18,0.147081
YOU20250730124038,YOU20250730124038,Education,French,Video,Europe,109,0,0.000046,25,0.009648,0.003803,13,5,18,0.177823
YOU20250730124039,YOU20250730124039,Fashion,Arabic,Text,Asia,54,0,0.000034,44,0.007245,0.007028,9,9,18,0.099273
YOU20250730124062,YOU20250730124062,Gaming,Portuguese,Text,Unknown,66,0,0.000032,40,0.008807,0.006674,10,8,18,0.071916
YOU20250730124070,YOU20250730124070,Health,English,Text,North America,338,1,0.000039,46,0.007374,0.006351,10,8,18,0.12441
YOU20250730124091,YOU20250730124091,Health,English,Video,North America,87,0,0.00004,15,0.008224,0.005521,11,7,18,0.152027
YOU20250730124094,YOU20250730124094,Technology,English,Video,Europe,625,0,0.000039,42,0.006592,0.007409,9,9,18,0.12533
YOU20250730124096,YOU20250730124096,Climate,French,Video,Europe,715,1,0.000043,26,0.008412,0.006234,11,7,18,0.156143
YOU20250730124123,YOU20250730124123,Gaming,English,Video,North America,9348,0,0.000036,1,0.007902,0.00641,10,8,18,0.110841
YOU20250730124135,YOU20250730124135,Education,English,Text,North America,17262,0,0.000043,47,0.010946,0.003031,14,4,18,0.144108
YOU20250730124138,YOU20250730124138,Entertainment,English,Text,Asia,27170,0,0.000032,31,0.005264,0.008788,7,11,18,0.081821
YOU20250730124145,YOU20250730124145,AI/ML,English,Text,North America,32002,1,0.00003,12,0.005534,0.008947,7,11,18,0.059177
YOU20250730124170,YOU20250730124170,Sports,English,Text,South America,45707,1,0.000044,12,0.009937,0.003853,13,5,18,0.14801
YOU20250730124178,YOU20250730124178,Business,English,Image,Asia,41843,1,0.000035,46,0.008119,0.006634,10,8,18,0.089667
YOU20250730124183,YOU20250730124183,Gaming,French,Image,North America,25124,0,0.000041,47,0.008861,0.004977,12,6,18,0.143286
YOU20250730124192,YOU20250730124192,Entertainment,Portuguese,Image,Unknown,3228,0,0.000042,6,0.009984,0.003652,13,5,18,0.15795
YOU20250730124195,YOU20250730124195,Climate,Spanish,Link,Asia,5382,0,0.000035,10,0.008072,0.006229,10,8,18,0.109798
YOU20250730124201,YOU20250730124201,Gaming,English,Image,Asia,2048,0,0.000041,40,0.008294,0.005807,11,7,18,0.15567
YOU20250730124202,YOU20250730124202,Politics,English,Text,North America,2292593,1,0.000047,42,0.010834,0.003442,14,4,18,0.191426
YOU20250730124205,YOU20250730124205,Politics,English,Image,Africa,1513,0,0.000032,40,0.007375,0.00708,9,9,18,0.0852
YOU20250730124216,YOU20250730124216,Science,Korean,Image,North America,12290,0,0.000046,31,0.007702,0.005717,11,7,18,0.1813
YOU20250730124221,YOU20250730124221,Education,German,Video,North America,1625,0,0.000032,3,0.005216,0.009204,7,11,18,0.093249
YOU20250730124233,YOU20250730124233,Climate,English,Image,South America,614,0,0.000038,19,0.008218,0.005873,11,7,18,0.119536
YOU20250730124239,YOU20250730124239,Science,English,Text,North America,78,0,0.000042,15,0.008026,0.005372,11,7,18,0.162396
YOU20250730124248,YOU20250730124248,Health,English,Text,North America,702,0,0.000038,8,0.007466,0.006505,10,8,18,0.114328
YOU20250730124254,YOU20250730124254,Education,English,Text,North America,4535,0,0.000033,18,0.006818,0.00743,9,9,18,0.082995
YOU20250730124258,YOU20250730124258,Science,German,Video,Asia,446,0,0.000043,11,0.009516,0.005075,12,6,18,0.13837
YOU20250730124261,YOU20250730124261,Gaming,English,Text,Oceania,12,0,0.000037,40,0.008696,0.005838,11,7,18,0.116802
YOU20250730124263,YOU20250730124263,Finance,English,Video,Europe,217,0,0.000031,21,0.007793,0.008064,9,9,18,0.063381
YOU20250731124274,YOU20250731124274,Business,English,Poll,North America,2413,0,0.00003,23,0.005143,0.007547,7,11,18,0.069915
YOU20250731124281,YOU20250731124281,Finance,Hindi,Image,South America,730,0,0.000037,2,0.006464,0.006815,9,9,18,0.128035
YOU20250731124290,YOU20250731124290,Science,English,Image,North America,4,0,0.000036,25,0.008858,0.006012,11,7,18,0.114882
YOU20250731124291,YOU20250731124291,Gaming,English,Video,Asia,97309,0,0.000035,6,0.009234,0.005407,11,7,18,0.097334
YOU20250731124292,YOU20250731124292,Finance,English,Video,Asia,2945,0,0.000032,32,0.005282,0.00945,7,11,18,0.093203
YOU20250731124296,YOU20250731124296,Business,English,Video,Europe,497,0,0.000036,4,0.00539,0.008182,8,10,18,0.12355
YOU20250731124302,YOU20250731124302,Education,English,Text,Asia,462,0,0.000041,25,0.008445,0.005678,11,7,18,0.141344
YOU20250731124307,YOU20250731124307,Finance,English,Text,North America,1332,0,0.000033,16,0.008303,0.006148,10,8,18,0.074743
YOU20250731124312,YOU20250731124312,Health,English,Text,North America,32,0,0.000037,16,0.005808,0.007293,8,10,18,0.118753
YOU20250731124327,YOU20250731124327,Politics,English,Text,Unknown,136,0,0.00004,6,0.009392,0.005235,12,6,18,0.127495
YOU20250731124345,YOU20250731124345,Food,English,Image,Oceania,1338,0,0.000048,15,0.009371,0.003967,13,5,18,0.210067
YOU20250731124349,YOU20250731124349,Science,English,Text,Europe,15022,1,0.000037,8,0.006604,0.00712,9,9,18,0.123798
YOU20250731124361,YOU20250731124361,Sports,English,Video,North America,199,0,0.000033,36,0.007428,0.007084,9,9,18,0.098832
YOU20250731124362,YOU20250731124362,Politics,Spanish,Video,Europe,675,0,0.000036,9,0.007717,0.006809,10,8,18,0.109302
YOU20250731124370,YOU20250731124370,Health,English,Video,Europe,12931,1,0.00004,21,0.0104,0.004414,13,5,18,0.117078
YOU20250731124382,YOU20250731124382,Gaming,English,Image,Asia,139082,1,0.000032,14,0.007602,0.007438,9,9,18,0.070513
YOU20250731124383,YOU20250731124383,Gaming,Spanish,Video,Europe,1181,0,0.00004,1,0.008353,0.006042,11,7,18,0.135551
YOU20250731124386,YOU20250731124386,Education,English,Video,South America,873,0,0.000041,12,0.005786,0.007083,9,9,18,0.144831
YOU20250731124387,YOU20250731124387,Climate,English,Video,Europe,462,0,0.000029,0,0.007917,0.00779,9,9,18,0.045218
YOU20250731124390,YOU20250731124390,Business,English,Text,Asia,8,0,0.000035,11,0.00878,0.005575,11,7,18,0.087634
YOU20250731124394,YOU20250731124394,Education,English,Video,South America,138,0,0.00004,17,0.010595,0.004408,13,5,18,0.120693
YOU20250731124406,YOU20250731124406,Climate,Portuguese,Image,Europe,1058,0,0.000046,49,0.008467,0.004955,12,6,18,0.199408
YOU20250731124422,YOU20250731124422,Technology,French,Poll,Asia,39770,0,0.000041,49,0.007431,0.006231,10,8,18,0.15598
YOU20250731124447,YOU20250731124447,Science,English,Video,Africa,8861,0,0.000038,46,0.006159,0.006837,9,9,18,0.131068
YOU20250731124456,YOU20250731124456,Entertainment,English,Link,North America,28776,1,0.000042,11,0.009178,0.005146,12,6,18,0.134856
YOU20250731124468,YOU20250731124468,Education,English,Video,North America,151,0,0.000038,0,0.006791,0.00725,9,9,18,0.152128
YOU20250731124481,YOU20250731124481,Fashion,English,Image,North America,31,0,0.000045,20,0.008635,0.004557,12,6,18,0.171799
YOU20250731124494,YOU20250731124494,Sports,English,Poll,South America,151,0,0.00004,6,0.009705,0.005009,12,6,18,0.125364
YOU20250731124510,YOU20250731124510,Entertainment,German,Text,North America,337,0,0.000037,2,0.008836,0.005966,11,7,18,0.106353
YOU20250731124518,YOU20250731124518,Climate,Portuguese,Text,North America,88240,1,0.000037,30,0.006821,0.007671,9,9,18,0.143195
YOU20250731124524,YOU20250731124524,Education,English,Text,Asia,36778,0,0.00004,43,0.010492,0.004322,13,5,18,0.119138
YOU20250731124543,YOU20250731124543,Travel,English,Image,Asia,6468,0,0.00003,38,0.005212,0.00927,7,11,18,0.068254
YOU20250731124559,YOU20250731124559,AI/ML,English,Image,Europe,5,0,0.000029,11,0.005446,0.008576,7,11,18,0.058122
YOU20250731124561,YOU20250731124561,Education,Japanese,Text,Europe,38324,1,0.000029,9,0.005846,0.009066,7,11,18,0.064017
YOU20250731124564,YOU20250731124564,Food,French,Text,North America,16545,1,0.000034,5,0.007223,0.008138,9,9,18,0.104595
YOU20250731124569,YOU20250731124569,AI/ML,English,Video,Asia,2338,0,0.000038,32,0.008197,0.006063,11,7,18,0.126
YOU20250731124577,YOU20250731124577,Food,English,Video,Europe,482,0,0.000029,47,0.006806,0.008091,8,10,18,0.04757
YOU20250801124620,YOU20250801124620,Education,English,Image,Europe,92,0,0.000035,44,0.004835,0.008978,7,11,18,0.104316
YOU20250801124621,YOU20250801124621,Technology,English,Text,Europe,1452,0,0.000044,22,0.010932,0.003423,14,4,18,0.153451
YOU20250801124642,YOU20250801124642,Sports,Arabic,Text,Europe,4170,0,0.000035,37,0.008076,0.006542,10,8,18,0.108368
YOU20250801124653,YOU20250801124653,AI/ML,English,Image,Asia,15756,0,0.000038,22,0.006472,0.006924,9,9,18,0.135265
YOU20250801124656,YOU20250801124656,Fashion,French,Text,Europe,22860,1,0.000041,41,0.007078,0.006875,10,8,18,0.146745
YOU20250801124659,YOU20250801124659,Politics,English,Image,Europe,612855,1,0.000039,27,0.006887,0.007434,9,9,18,0.143062
YOU20250801124676,YOU20250801124676,Technology,English,Link,North America,10736,0,0.000033,12,0.006567,0.006737,9,9,18,0.0854
YOU20250801124702,YOU20250801124702,Education,Portuguese,Text,Asia,192620,1,0.000041,10,0.005974,0.006487,9,9,18,0.144828
YOU20250801124703,YOU20250801124703,AI/ML,English,Text,Europe,224,0,0.000023,26,0.003593,0.010255,4,14,18,0.026796
YOU20250801124707,YOU20250801124707,Climate,English,Text,Europe,583,0,0.000035,22,0.008963,0.005871,11,7,18,0.08004
YOU20250801124708,YOU20250801124708,Science,English,Text,North America,3058,0,0.000044,47,0.009406,0.00391,13,5,18,0.155143
YOU20250801124733,YOU20250801124733,Politics,English,Image,Europe,46,0,0.000036,39,0.010802,0.004274,13,5,18,0.097572
YOU20250801124735,YOU20250801124735,Politics,Chinese,Image,Europe,882,0,0.000036,39,0.008925,0.006766,10,8,18,0.112772
YOU20250801124746,YOU20250801124746,Science,English,Video,North America,18627,0,0.000039,47,0.009179,0.004733,12,6,18,0.122202
YOU20250801124747,YOU20250801124747,Travel,English,Video,Asia,3176,0,0.00004,36,0.005712,0.007003,9,9,18,0.161114
YOU20250801124752,YOU20250801124752,Gaming,English,Text,Asia,29,0,0.000036,6,0.007831,0.0062,10,8,18,0.107396
YOU20250801124755,YOU20250801124755,Education,English,Image,North America,2965,0,0.00004,5,0.007843,0.005354,11,7,18,0.1433
YOU20250801124761,YOU20250801124761,Business,Portuguese,Video,Asia,7,0,0.000039,37,0.008457,0.005316,11,7,18,0.127984
YOU20250801124772,YOU20250801124772,AI/ML,English,Text,North America,525,0,0.000046,44,0.010693,0.003304,14,4,18,0.166208
YOU20250801124775,YOU20250801124775,AI/ML,English,Image,Asia,97,0,0.000044,45,0.009981,0.004167,13,5,18,0.158664
YOU20250801124778,YOU20250801124778,Technology,Spanish,Text,North America,2320,0,0.000039,19,0.007883,0.006933,10,8,18,0.144608
YOU20250801124796,YOU20250801124796,Gaming,English,Text,Asia,1354,0,0.000048,45,0.009579,0.004128,13,5,18,0.190303
YOU20250801124806,YOU20250801124806,Travel,English,Poll,Europe,614,0,0.000036,10,0.005838,0.007659,8,10,18,0.101028
YOU20250801124807,YOU20250801124807,Finance,English,Image,Europe,229,0,0.000031,37,0.007328,0.00787,9,9,18,0.068745
YOU20250801124840,YOU20250801124840,Politics,English,Image,North America,17,0,0.000037,37,0.008563,0.006133,11,7,18,0.111241
YOU20250801124845,YOU20250801124845,Food,Korean,Image,North America,10387,1,0.000039,16,0.008212,0.005471,11,7,18,0.131136
YOU20250801124865,YOU20250801124865,Entertainment,Japanese,Video,Asia,1986,0,0.000031,41,0.006667,0.009257,8,10,18,0.080855
YOU20250801124877,YOU20250801124877,Sports,Spanish,Text,Oceania,2832,0,0.000038,27,0.010566,0.004055,13,5,18,0.113556
YOU20250801124885,YOU20250801124885,Science,English,Image,Europe,71,0,0.000045,13,0.007919,0.005463,11,7,18,0.169567
YOU20250801124886,YOU20250801124886,Health,Korean,Text,Asia,219,0,0.00004,19,0.008968,0.005037,12,6,18,0.136635
YOU20250801124887,YOU20250801124887,Sports,Chinese,Text,Asia,41,0,0.000042,13,0.006218,0.007106,9,9,18,0.14292
YOU20250801124888,YOU20250801124888,Climate,Hindi,Video,Africa,535,0,0.00003,16,0.004896,0.009655,6,12,18,0.06352
YOU20250801124897,YOU20250801124897,Travel,English,Text,Asia,101,0,0.000034,1,0.007513,0.007655,9,9,18,0.104393
YOU20250801124902,YOU20250801124902,Business,English,Image,North America,694,0,0.000035,23,0.005742,0.007298,8,10,18,0.112229
YOU20250801124908,YOU20250801124908,Gaming,English,Image,Oceania,5254,0,0.000039,34,0.008467,0.005571,11,7,18,0.13955
YOU20250801124914,YOU20250801124914,Food,English,Image,North America,17524,1,0.000026,16,0.005025,0.010057,6,12,18,0.045156
YOU20250802124927,YOU20250802124927,Business,English,Link,Europe,7418,0,0.000047,40,0.008638,0.005063,12,6,18,0.213244
YOU20250802124939,YOU20250802124939,Politics,English,Link,North America,61198,1,0.000043,27,0.009876,0.003859,13,5,18,0.138819
YOU20250802124941,YOU20250802124941,AI/ML,English,Text,Europe,20,0,0.00003,35,0.005411,0.008353,7,11,18,0.068767
YOU20250802124942,YOU20250802124942,Business,German,Image,Europe,24403,1,0.00004,8,0.008288,0.00574,11,7,18,0.130187
YOU20250802124947,YOU20250802124947,Gaming,Hindi,Text,North America,1125,0,0.000037,22,0.005777,0.008039,8,10,18,0.122364
YOU20250802124948,YOU20250802124948,Technology,Portuguese,Text,Asia,1532,1,0.000041,22,0.009055,0.00501,12,6,18,0.135998
YOU20250802124954,YOU20250802124954,Gaming,Spanish,Text,Asia,45,0,0.000036,43,0.009022,0.005863,11,7,18,0.091212
YOU20250802124976,YOU20250802124976,Science,English,Link,North America,83,0,0.000033,35,0.00772,0.006193,10,8,18,0.077118
YOU20250802124990,YOU20250802124990,Education,French,Image,North America,12063,0,0.000034,10,0.009591,0.005808,11,7,18,0.083883
YOU20250802124991,YOU20250802124991,Politics,Spanish,Poll,North America,27802,0,0.000038,14,0.008413,0.00581,11,7,18,0.112916
YOU20250802124994,YOU20250802124994,Gaming,Korean,Poll,North America,12,0,0.000042,7,0.009265,0.004671,12,6,18,0.170691
YOU20250802125001,YOU20250802125001,Sports,English,Video,North America,500,0,0.000035,20,0.006703,0.007265,9,9,18,0.109247
YOU20250802125003,YOU20250802125003,Education,English,Text,North America,221,0,0.000034,32,0.007572,0.006219,10,8,18,0.099997
YOU20250802125024,YOU20250802125024,Entertainment,Spanish,Video,Asia,2244,0,0.000044,38,0.010042,0.004212,13,5,18,0.173974
YOU20250802125026,YOU20250802125026,Climate,English,Image,Europe,69,0,0.000035,21,0.008655,0.005728,11,7,18,0.088121
YOU20250802125029,YOU20250802125029,AI/ML,English,Image,North America,42,0,0.000035,22,0.006801,0.007492,9,9,18,0.12193
YOU20250802125038,YOU20250802125038,AI/ML,English,Text,North America,19626,1,0.000039,40,0.009361,0.004893,12,6,18,0.123605
YOU20250802125059,YOU20250802125059,Food,English,Text,Europe,2876,0,0.000042,9,0.007594,0.006856,10,8,18,0.132622
YOU20250802125064,YOU20250802125064,Finance,English,Image,Europe,100,0,0.00003,48,0.007815,0.007423,9,9,18,0.06117
YOU20250802125072,YOU20250802125072,Education,English,Image,Oceania,9,0,0.000035,10,0.006009,0.008058,8,10,18,0.108667
YOU20250802125080,YOU20250802125080,Sports,English,Text,North America,251,0,0.000043,24,0.00916,0.006331,11,7,18,0.13026
YOU20250802125094,YOU20250802125094,Travel,Japanese,Link,Asia,671,0,0.000043,9,0.008644,0.006103,11,7,18,0.181511
YOU20250802125112,YOU20250802125112,Gaming,Chinese,Image,Europe,139,0,0.000028,43,0.006,0.00948,7,11,18,0.051165
YOU20250802125129,YOU20250802125129,Food,Portuguese,Text,Asia,2498,0,0.000044,10,0.008973,0.00509,12,6,18,0.174698
YOU20250802125151,YOU20250802125151,Politics,English,Text,South America,3040147,1,0.000039,32,0.008898,0.006042,11,7,18,0.1191
YOU20250802125157,YOU20250802125157,Climate,Spanish,Poll,North America,154,0,0.000034,10,0.007087,0.007588,9,9,18,0.113887
YOU20250802125167,YOU20250802125167,Travel,Chinese,Image,Asia,11542,0,0.000039,28,0.007182,0.006294,10,8,18,0.143888
YOU20250802125171,YOU20250802125171,Politics,English,Text,Europe,1062,0,0.000039,5,0.008598,0.005675,11,7,18,0.132098
YOU20250802125183,YOU20250802125183,Travel,English,Video,North America,172727,1,0.000033,12,0.007388,0.00731,9,9,18,0.091318
YOU20250802125184,YOU20250802125184,Finance,English,Link,Oceania,318,0,0.00004,38,0.011581,0.003249,14,4,18,0.121629
YOU20250802125191,YOU20250802125191,Politics,Hindi,Image,Europe,425,0,0.00005,3,0.013104,0.001811,16,2,18,0.203754
YOU20250802125195,YOU20250802125195,Fashion,German,Link,Asia,23395,1,0.000029,44,0.006714,0.008437,8,10,18,0.059268
YOU20250802125202,YOU20250802125202,Technology,English,Text,North America,3722,0,0.000044,6,0.008946,0.005301,12,6,18,0.168055
YOU20250803125242,YOU20250803125242,Politics,Spanish,Video,North America,12,0,0.000038,4,0.00736,0.006169,10,8,18,0.145647
YOU20250803125255,YOU20250803125255,Finance,English,Image,Africa,5168,0,0.000033,6,0.008502,0.00672,10,8,18,0.07788
YOU20250803125264,YOU20250803125264,Health,English,Image,Oceania,1355,0,0.000037,39,0.00772,0.006459,10,8,18,0.12365
YOU20250803125275,YOU20250803125275,AI/ML,English,Image,Asia,325,0,0.000033,20,0.00876,0.00536,11,7,18,0.068361
YOU20250803125276,YOU20250803125276,Travel,English,Link,Europe,3424,0,0.00004,44,0.007802,0.006573,10,8,18,0.143721
YOU20250803125279,YOU20250803125279,Education,Portuguese,Text,Europe,1417,0,0.000036,13,0.009062,0.005453,11,7,18,0.102747
YOU20250803125281,YOU20250803125281,Business,English,Image,Africa,1525,0,0.000031,20,0.0053,0.008471,7,11,18,0.08377
YOU20250803125282,YOU20250803125282,Travel,English,Poll,Unknown,7911,1,0.000033,7,0.006354,0.008289,8,10,18,0.093779
YOU20250803125293,YOU20250803125293,Gaming,German,Text,Europe,2487,0,0.000033,38,0.008191,0.006724,10,8,18,0.083196
YOU20250803125298,YOU20250803125298,Sports,English,Image,Asia,2357,0,0.000035,18,0.006773,0.006753,9,9,18,0.113288
YOU20250803125303,YOU20250803125303,Sports,English,Text,Asia,1076,0,0.000031,25,0.007412,0.007922,9,9,18,0.073709
YOU20250803125304,YOU20250803125304,Entertainment,English,Link,North America,5433,0,0.000035,23,0.006477,0.006546,9,9,18,0.113398
YOU20250803125308,YOU20250803125308,Food,English,Image,North America,2572,0,0.000042,30,0.006094,0.006649,9,9,18,0.155775
YOU20250803125314,YOU20250803125314,Technology,Spanish,Video,Europe,11109,1,0.000041,20,0.009848,0.005385,12,6,18,0.145071
YOU20250803125316,YOU20250803125316,Climate,English,Video,Europe,1284,0,0.000035,33,0.008106,0.006427,10,8,18,0.1073
YOU20250803125319,YOU20250803125319,Technology,English,Text,Asia,7266,0,0.000043,11,0.007062,0.007002,10,8,18,0.152554
YOU20250803125330,YOU20250803125330,Science,English,Text,North America,9221,1,0.000029,5,0.004968,0.008288,7,11,18,0.065876
YOU20250803125331,YOU20250803125331,Sports,English,Text,Africa,23733,0,0.000036,42,0.005713,0.00813,8,10,18,0.115715
YOU20250803125332,YOU20250803125332,Fashion,Arabic,Text,North America,336,0,0.000043,15,0.00583,0.007221,9,9,18,0.180172
YOU20250803125344,YOU20250803125344,Sports,Spanish,Text,North America,2244,0,0.000036,9,0.008674,0.005736,11,7,18,0.105091
YOU20250803125346,YOU20250803125346,Politics,German,Poll,Asia,105,0,0.000039,48,0.008647,0.00546,11,7,18,0.141007
YOU20250803125350,YOU20250803125350,Sports,English,Video,North America,8731,0,0.000039,36,0.009291,0.004732,12,6,18,0.108105
YOU20250803125353,YOU20250803125353,Travel,German,Image,Europe,1169,0,0.000039,30,0.008313,0.00563,11,7,18,0.137091
YOU20250803125361,YOU20250803125361,Science,Korean,Text,Europe,139,0,0.000037,26,0.008042,0.007438,10,8,18,0.122897
YOU20250803125364,YOU20250803125364,Climate,English,Text,Asia,25720,1,0.000037,40,0.007712,0.006823,10,8,18,0.125781
YOU20250803125365,YOU20250803125365,Politics,English,Video,North America,134,0,0.000031,7,0.005501,0.008529,7,11,18,0.075427
