post_id,n2v_0,n2v_1,n2v_2,n2v_3,n2v_4,n2v_5,n2v_6,n2v_7,n2v_8,n2v_9,n2v_10,n2v_11,n2v_12,n2v_13,n2v_14,n2v_15
TIK20250729123847,-1.9823108,2.1610982,1.2728776,2.0879276,1.8321378,0.4262665,-1.0503119,-0.9143715,-1.414093,0.22459543,-0.6116102,-0.45131162,-0.22189088,-0.5028452,-0.58806103,-0.25410935
TIK20250729123850,0.95917475,-1.0834063,1.3972303,0.58311874,2.2446892,0.502883,-0.61334854,-2.020297,-1.8435953,-1.4803199,-0.42548367,1.2835141,0.27460343,-1.1157398,0.91749465,-1.0793265
TIK20250729123874,-0.009556696,-0.8065098,2.0278933,1.7121997,-0.6345414,-0.8713783,-3.9102628,-0.18314713,-0.76610684,-0.88813955,-0.5053372,-0.36974788,-0.2902278,0.57031196,-0.011847047,0.93101054
TIK20250729123877,2.5184042,0.4956372,1.4238302,-1.1597059,0.23786315,-0.45350122,-2.1910765,-1.9044304,-0.6575645,0.36536208,0.005837742,0.0583379,-1.1863153,-1.2462237,-0.80954206,0.5079449
TIK20250729123883,1.3733283,-0.5010849,1.0918336,1.8758229,0.7221463,1.4189004,-0.4851787,-1.0158434,-1.5914354,1.0559375,-1.0689925,0.6989476,-1.0568182,-2.0574546,0.24174699,0.35516956
TIK20250729123901,-0.6671125,1.1425347,-0.14562425,0.93616,-0.35461584,-1.0986375,-0.54266924,-2.3583965,-2.927737,-1.4144242,-1.1545855,1.346893,-0.55533427,-0.48447058,-0.479052,1.1355312
TIK20250729123913,-1.8169028,0.30019802,0.61502934,0.2808836,0.20627359,-0.26590618,-1.5870961,-0.7322467,-2.290756,0.72687024,-0.18082742,0.24708444,-0.14437433,-2.666614,-1.584713,-0.43344855
TIK20250729123923,1.1632211,0.7789216,0.6965983,2.8465877,0.81081563,-0.5603874,-0.96320194,-0.67777807,-1.1396492,0.9201205,-0.6684656,0.012326945,0.35138732,-0.8803189,-2.4979386,1.1778657
TIK20250730123930,-0.40736935,-0.09205455,2.7338574,-0.53926295,0.99018025,1.4430455,-1.6029727,-1.5415255,-0.5288442,0.9210134,0.6366511,-0.08628527,0.26771614,-2.128941,-1.2663614,-0.04001347
TIK20250730123948,0.9864007,0.47049448,0.074566066,-0.5042614,1.6692646,-0.3347975,-1.2366828,-2.9312348,-0.32188347,-1.4311783,-1.2053709,-0.1581017,-2.615829,-0.9797249,-0.21087185,-0.062139664
TIK20250730123951,-0.40532282,0.81972533,-0.23333877,0.26761097,3.0776982,-1.9272137,-1.6967195,-0.9095818,-1.2137543,1.1744125,-0.4373496,0.015856873,-0.47255743,-1.438118,-0.1936787,0.7580056
TIK20250730123963,1.2844688,0.15734039,2.429172,1.9375974,1.9105775,-1.0940031,-1.7884368,0.49159154,0.778829,-0.03704863,-0.28998873,1.60497,0.32595,-0.99657786,-0.39706802,1.7192749
TIK20250730123972,-0.41398737,-0.12476877,1.8529181,0.20342328,1.222524,1.6157571,-1.6093497,-1.6040828,0.34976646,1.3049563,-0.1268118,-0.2961789,-0.7917573,-2.1757793,-1.7002256,-0.20140497
TIK20250730123981,1.3714801,-0.68735707,0.64722806,3.2451441,0.7975758,-0.21962835,-1.9079261,-0.31349054,1.4560937,-0.925398,-1.9366509,1.0247756,-1.4020544,0.29116696,0.20030269,0.6374314
TIK20250730124002,-0.16253188,0.7847755,2.5730486,0.4995979,-0.32525912,-1.2188126,-0.69347537,-1.3244083,-0.21450883,0.53987414,-2.0497968,1.1126672,0.6317563,-2.198254,0.68535644,0.33903715
TIK20250730124015,-1.3269854,-0.3787295,2.0012581,1.5181333,0.89814836,-0.50210106,-1.8249397,-0.8058593,-0.36664873,-1.5264552,-0.93148863,2.2467499,1.4622498,0.12624222,-0.26190925,1.1986104
TIK20250730124017,0.030160956,-1.5620997,0.7152061,0.76331306,1.1452348,-1.7278448,-0.40726715,-0.8308465,-1.6083335,-0.33288157,-1.2050089,2.199358,-1.7398143,-0.48626065,-1.031591,-1.463666
TIK20250730124018,0.57861334,0.122010775,1.6761928,0.37896186,1.6265059,-1.7267952,-2.046766,-1.7043918,-0.13732494,0.7951342,0.074742496,2.024487,-0.42933208,1.241084,1.1531785,-0.18163913
TIK20250730124025,0.52964664,-0.46338052,-0.3857933,1.8141997,1.5999951,-1.1263342,-1.2996874,-0.8488222,-1.5847865,0.44735467,-3.039635,1.6684968,-0.108861975,-0.33724523,-0.65009844,0.43390977
TIK20250730124037,-0.93877405,-0.7230547,1.7369516,0.87100375,2.667169,-0.30039242,-1.4800966,-0.7707419,-0.5968085,-0.6213247,0.7111491,0.4096229,-1.2749084,1.0701314,-2.7315164,-0.39433107
TIK20250730124058,-0.71795523,1.6247224,2.0087373,1.9679786,3.116515,-0.20222872,-1.0962534,0.03866022,-1.1462764,0.11784965,-0.02727865,-0.7824704,0.17869103,-0.5327995,-1.1175864,0.5061114
TIK20250730124101,0.43978882,2.0198362,0.90354604,1.1613712,0.80922526,0.13489822,-1.9160752,-1.4981005,0.064767726,-0.7406105,2.4463134,1.1615796,-1.6726974,-0.7196516,0.09319691,0.44293246
TIK20250730124122,0.92295843,-0.360388,2.996865,1.2597238,0.62342167,-0.15763344,-0.68088585,-1.0122144,-2.3656385,0.47826234,-0.06244027,0.074415006,-1.2026274,0.7737868,0.80732423,-0.5578918
TIK20250730124127,-1.7434001,-0.31907582,1.6667898,1.2197397,0.76568145,-1.0800719,-0.7510213,-2.447432,0.77809274,-1.4860623,-0.77029914,1.1562868,-0.43550074,-0.35194582,-0.34787923,-1.5347598
TIK20250730124133,0.14457637,-1.8970294,0.6601678,1.0185714,2.7439992,1.0599897,-2.0503657,-0.75620586,-1.4691982,-0.42549485,-0.5825383,1.3230002,-1.616554,0.5790322,0.014758211,0.3031825
TIK20250730124139,-0.5259284,0.7559389,1.7101426,1.2171247,0.75528604,0.15066218,0.09002836,-3.3946846,-0.43188554,0.9806729,-0.30978018,0.016124647,-0.24927889,-2.0441084,0.06239126,-1.5151426
TIK20250730124140,0.4805308,0.33870497,-0.11924235,0.33586895,1.8015282,-1.1662912,-0.13427632,-2.274031,-0.69562244,-1.3999513,-1.4666718,-0.23506849,-2.6308212,-0.83794063,-0.68461907,0.5673887
TIK20250730124144,-0.38388437,0.059209704,2.1588426,0.976554,0.3853861,0.13524228,-0.87707174,-2.08027,-0.47105613,-0.25416654,-2.4231052,-0.20876274,1.7254478,-1.5886548,-0.841542,0.35599935
TIK20250730124148,0.13621724,-0.8039253,1.6913121,-0.095055975,1.0536642,0.93880546,-2.714817,0.15895365,-0.70572585,-1.1391896,-1.183181,-0.46374455,-1.3869343,-0.9710865,-1.1831878,1.5169026
TIK20250730124150,-1.0405203,-0.75816816,2.625291,0.33586422,1.6741446,0.24691305,-1.9349566,-1.0786813,-0.37923196,0.49247527,1.09773,0.021414826,-1.9709224,0.56398547,-0.75104356,-1.2913173
TIK20250730124155,0.41512454,0.15945885,-0.5266109,0.66826385,1.2350786,-0.4350242,-2.8350325,-1.8873074,0.50111187,-1.4813004,-0.559904,-0.06023818,0.36459088,-2.0309796,-0.48500088,1.385532
TIK20250730124168,-2.1010873,2.0193405,1.7319891,1.9597405,1.8249729,3.9977956e-05,-0.9896179,-0.6989364,-1.3185364,0.5512653,-0.92742544,-0.42613026,-0.11569764,-0.31086487,-0.38215578,-0.31819928
TIK20250730124185,-2.1443748,1.8011355,0.91767985,1.8853717,1.44895,1.0031747,-1.0064301,-1.5267254,-1.5216526,0.3160244,-0.67441654,-0.45832127,-0.41170886,-0.23693725,-0.8302033,-0.5277216
TIK20250730124228,0.3320104,-1.8655899,0.61710346,0.6807704,1.0849488,-0.94947094,-2.5350726,-0.15221348,-0.58779496,0.6685291,-0.46377236,0.24073291,-2.7605515,-0.8673791,-2.3812425,0.5260385
TIK20250730124236,-1.1655232,-0.24118926,2.0692475,0.91352504,-1.6063185,-1.4190612,-2.0931802,-1.925562,-0.078586794,0.11231863,0.4765822,-0.6453375,-1.0204815,-0.7381859,-1.8377949,0.59840536
TIK20250730124237,0.116910756,-1.9915543,0.49145213,-0.47172278,1.1399633,-1.0817133,-2.171803,-0.9061393,-1.130489,-0.8510826,-0.5909803,0.324264,-2.5280936,-0.37442714,-2.0303116,0.8341987
TIK20250730124264,-1.355502,0.63428986,0.6829132,0.42542192,0.06176383,0.18468115,-1.3988124,-0.939303,-3.1271133,1.1796552,-0.062007193,0.24776763,-0.54937047,-2.595604,-1.4685539,0.0146585675
TIK20250731124283,1.4400158,-0.8585066,1.4887712,1.4230374,1.1565398,0.703959,-2.4602563,-1.1240511,-0.965003,0.62035817,1.896482,-0.008273021,-0.9798851,-0.06992643,-0.28846458,1.5947953
TIK20250731124306,-0.8900808,1.0446174,0.8410956,2.2539456,0.8486146,-2.8649378,-0.26018867,-1.3651049,-1.3580424,-1.5875052,-0.8238658,-0.0403425,0.14670439,-1.5070764,-0.051126875,1.3250307
TIK20250731124315,1.5537771,0.92922056,0.72419256,2.316079,1.170756,-1.255065,-1.1141729,-1.7110245,0.32692698,1.639486,-1.3083963,0.24481976,-0.1074733,-0.8976835,-1.0794232,1.6928048
TIK20250731124319,-0.6340094,0.90471035,-0.3346634,1.1683781,1.2263036,-0.42141238,-2.3911235,-0.33378544,-2.3300703,-0.32338902,-0.13415805,1.019944,0.2891305,-0.15698573,-2.6850932,-0.13444221
TIK20250731124320,-0.7849382,1.1864632,2.1083262,-0.37526008,1.8172373,-0.43196332,-0.73932016,0.21061863,-1.178284,0.2888149,-1.723619,2.2118037,-1.7214445,-0.35251978,-0.90126824,-0.22714673
TIK20250731124336,-0.8554473,0.19648726,2.4653137,-0.5886976,2.6236289,0.70962423,-1.3659637,-1.1237476,-0.14094143,1.6877966,-0.32330665,0.20490806,-0.18332131,-1.5104953,-1.7073274,-0.25579995
TIK20250731124356,-0.6575547,-0.6351428,2.3211682,1.7960479,0.23171382,-0.4440857,-1.0349002,-3.022881,0.52797693,1.2624716,0.26416123,-0.1794938,-0.40031773,-0.83298934,1.1748345,-0.19376835
TIK20250731124359,-0.63515025,0.5996328,0.39940003,1.307639,1.4497218,-0.37374794,-2.6532092,0.005349459,-1.6683018,0.82704705,-0.13590322,1.6978956,-0.23173411,0.62790847,-2.48605,-0.16586109
TIK20250731124360,-0.7615993,0.21028951,1.3895872,-0.9155007,0.676003,-2.7319727,-2.1644077,-1.574765,-2.1828287,-0.2759195,-0.5501676,-0.38692647,-0.27400616,0.48946726,-1.8157656,0.19254309
TIK20250731124375,-1.2182689,-0.9848066,2.815847,0.7996892,-0.04264735,-0.3520119,-0.6195722,-2.460782,0.24562328,-0.045499954,-0.6554131,-0.24731648,-1.2615654,-1.249668,1.3128206,1.1461145
TIK20250731124378,0.2077431,0.12656224,0.72160953,-0.019743184,1.7376511,0.22170264,-2.785727,-1.7924675,1.5173366,0.35708517,0.073858485,1.6647837,-1.8080169,0.021571698,-0.8617,0.92608124
TIK20250731124396,-0.99425495,-0.07005835,1.052436,-0.7436037,0.40561393,-2.4119105,-1.6477354,-1.3908159,-2.5020678,-0.70440054,-0.55486786,0.4984025,-0.38049826,0.3942437,-1.4406925,-0.48373523
TIK20250731124418,0.507012,2.2111392,0.7725988,1.5944492,0.47475895,-1.8458107,-0.18216917,-1.10652,-1.744646,1.5679067,-1.1775346,1.001592,-1.7315679,-1.0615473,-0.6118137,0.4619697
TIK20250731124421,-1.597248,0.58992314,0.9110552,2.242627,1.406395,0.016020104,-2.6930404,0.035379022,-0.62350786,-0.8409953,0.20868589,1.8375592,-0.7963768,1.0764786,-0.9878322,-0.45468068
TIK20250731124438,2.2560668,1.150202,2.638658,2.2198038,1.7153581,0.66791326,0.05874383,-1.6811587,-0.7937454,-0.7538146,-0.48201337,-0.14124142,0.18774214,-0.9674662,-0.2623138,0.7357188
TIK20250731124441,1.1856298,0.7448537,1.8065647,1.8149607,-0.6448873,-2.0841603,-0.66202873,-2.902362,-0.9527482,-1.1517404,-0.66277254,-0.32828435,-1.7220204,0.49485973,0.37054643,-0.56327534
TIK20250731124442,-0.32063356,-0.92202795,2.2793767,-0.8530216,1.6702291,0.7589636,-1.6834722,-1.4320655,-1.4482502,2.16113,-0.014659268,0.033131532,-0.15817745,-1.2300013,-0.9788388,1.0066226
TIK20250731124454,0.69896805,-0.20624824,1.3217777,0.78406954,-0.18452455,1.425214,-2.521668,-0.9596306,-1.0669153,-0.6273653,-0.9627049,0.32136598,-1.1383526,-1.4510822,-0.5050986,-2.2999876
TIK20250731124464,0.64230144,-2.0086024,0.7344251,1.164601,1.6786754,-0.560494,-1.5363725,-0.85608244,-2.758165,-0.23874374,-1.460392,0.8711014,-0.6090379,0.7230547,0.55554223,1.5911314
TIK20250731124467,0.12821138,1.5268419,0.7779399,0.14453639,0.84504104,-1.2121432,-1.8199805,-1.7703648,-1.1824572,0.24727733,1.6119643,1.1688379,0.668849,-2.2046072,0.23246859,-0.39263317
TIK20250731124490,-0.824096,0.7922146,1.2859594,1.2344214,-0.29720208,-2.4600594,-2.2415469,-1.0946025,0.23596382,0.39029908,-2.1359503,1.0320736,-1.2934936,0.7793312,-0.2474829,0.70018137
TIK20250731124492,-0.8913576,0.6008819,1.0580627,1.1734514,-0.2663555,-2.2923005,-2.589111,-0.9784483,0.08672503,0.16155125,-2.101892,1.0866678,-1.4120913,0.82539904,-0.124218106,0.66976094
TIK20250731124514,0.37399474,-1.4647413,1.7467983,1.7034738,-0.18992709,0.26445928,-0.29329506,-1.7926503,-0.65711564,-1.5636853,1.1429175,1.7365334,-1.458834,-1.4600526,-0.8106669,-1.1793033
TIK20250731124528,-0.38553777,1.1744208,1.2640811,1.1867865,1.3613521,-0.8046941,-0.245401,-0.8478266,-0.63080025,-0.6752568,0.50037,-0.3737448,-2.4110522,-3.1880097,0.0020464046,-0.7690368
TIK20250731124539,-1.4567226,0.6467037,0.41487378,0.7605271,-0.31367978,-0.241308,-1.4253085,-1.0761038,-2.2487266,1.3165658,-0.047517285,0.91628397,0.38003156,-2.538398,-1.400254,-0.4191386
TIK20250731124540,0.6504688,0.34879762,2.647856,1.3152728,0.35801062,-1.7530943,-1.3349295,-1.0151284,-0.07379829,1.1743957,1.2562675,0.32599518,0.6658332,-0.62475,0.31189328,1.3479123
TIK20250731124555,-0.13135232,1.9996921,1.287158,-0.05916019,1.0982932,-1.81069,-0.84481865,-1.3624423,0.8100259,-0.84296286,-0.30853766,1.4527272,-0.9231662,-1.7541329,-2.0263817,1.082301
TIK20250801124590,0.019909063,1.1634359,0.58751535,0.046989642,3.081729,-0.80990285,-1.6641748,-1.1280521,-1.521925,1.2932478,0.00124685,-0.53268677,-0.8618897,-0.964031,-0.08538022,1.5728388
TIK20250801124596,0.50069225,-0.5581665,1.3805715,2.4160674,1.5083988,-2.0788968,-0.8504177,-0.8101692,0.13368767,-0.38714817,1.1294224,1.7084315,-1.4009202,-0.73454005,-0.43608168,-1.6650711
TIK20250801124599,2.272793,0.9423943,1.9915808,2.0643082,0.3976071,-0.99122804,-0.29924923,-1.8013848,-0.4146054,-1.6219747,-1.7003572,0.21966895,-0.39777678,-0.6618106,-0.8555232,-0.9725283
TIK20250801124612,-1.7246267,-0.6564268,1.3447816,-0.33386016,2.1080606,-0.49240783,-0.6342754,-2.691961,-0.6053193,0.057229437,1.1206735,1.1184889,-2.3000295,-0.69209856,0.8844348,0.44382915
TIK20250801124618,-0.84128976,-1.5177817,0.22965994,2.40865,0.86338985,0.087541334,-2.9112945,-0.6920226,-0.046111032,0.8487633,1.4904628,1.3158883,-0.8458048,0.08053747,-1.0631306,0.20394379
TIK20250801124623,1.5592558,-2.1904352,2.393204,0.947363,1.4377693,-0.74033695,-1.641892,-1.0475174,0.7481901,0.53603506,-0.54998595,-0.25488934,-0.5750526,-1.8024917,-0.22285669,-0.069372155
TIK20250801124631,-1.3240926,-0.87665766,1.2131059,1.17954,1.0536999,-0.5412652,-2.3141503,-0.6251756,-0.23089819,-2.0476246,-0.5521957,1.2253647,1.5175756,-0.9997027,-0.8789476,1.19263
TIK20250801124660,0.18942682,-0.035537187,-0.04309846,1.2457076,1.3933432,-1.384506,-1.2494261,-0.37929747,-2.1200442,-0.36362058,-0.6226459,1.2918694,-1.6401345,-2.0319276,1.7947754,0.3688625
TIK20250801124681,-0.9293852,1.6674632,1.3071959,-0.46702722,1.993246,-1.6678704,-2.753699,-1.7351061,0.45439848,-0.9170076,0.20468023,-0.9118502,-1.8356181,-0.48684302,-0.18298231,0.8372907
TIK20250801124684,0.36334783,-1.8453758,1.2842313,1.7551478,-1.1123942,-0.5009029,-1.6752357,-1.9398202,-1.4400642,-1.0726613,-0.7356941,0.9728691,0.86271983,-1.2948498,0.59085894,0.0018087608
TIK20250801124687,-0.92674583,-0.2559591,0.13625534,-1.04715,0.29174107,-0.5494578,-3.0828872,-0.57112944,-2.2412455,0.19777928,0.48286706,0.9498975,-2.368497,-1.5143365,-0.9570153,0.9663944
TIK20250801124696,1.8817779,1.5763052,0.7385575,-0.3440439,0.6311184,-0.5181657,-2.7537193,-1.6880345,-1.1428227,1.033051,-0.90161645,-0.48847452,-0.35810953,-1.3033661,-0.24923074,-0.6829744
TIK20250801124726,-0.27088547,0.79037845,-0.2693676,0.5013991,2.7808743,-2.102204,-1.8151504,-1.0474229,-0.83582217,0.6713544,-0.5555485,-0.28206402,-0.2610864,-1.5272703,-0.009249919,1.6473444
TIK20250801124741,-0.2330608,0.22086243,0.44013673,2.5362697,0.52673537,-1.1963874,-0.8888057,-0.51672375,-2.0884929,-0.7755454,-0.07612428,1.0141498,-1.9944346,-1.1264502,1.7999418,0.30287457
TIK20250801124777,-0.49427274,0.34000325,1.4075298,0.14138931,2.97271,-2.2044594,-0.3596182,-0.5298597,-0.9154655,0.7669287,-1.4248565,0.041457314,-0.31544778,-2.0478964,-0.43773296,0.34266353
TIK20250801124786,-0.8681044,1.2250376,0.47611752,1.1566854,-0.34515887,-1.3113097,-1.2976167,-2.0276906,-1.6937633,-1.4936092,-0.8235437,-0.5606621,0.12535785,-0.1110052,0.7178519,1.6904486
TIK20250801124794,-1.3384594,0.26567626,1.167417,-0.7143708,2.3638253,-1.3610017,-1.72948,-2.2375877,-0.28424037,-1.3527637,0.5660435,-0.44324785,-0.6454214,-0.5307428,0.59827095,0.4366664
TIK20250801124810,-0.5188548,0.62013906,0.4802359,-1.1607548,0.56372046,-0.54841244,-2.9555678,-0.39871463,-1.9542838,-0.30416226,0.39938673,1.114835,-2.1128132,-1.3073124,-0.48108873,1.3656042
TIK20250801124814,-0.09884297,0.5781915,0.24421644,1.2498872,0.75134933,-1.1590877,-0.16039142,-1.240967,-1.0601491,-1.871946,-0.5984578,-0.06501189,-3.5497546,-0.9184539,-0.47099295,0.76927394
TIK20250801124816,-0.12464306,0.047160212,2.2129767,-0.5440928,0.6050839,1.2325152,-1.8309654,-1.8896037,-0.15933076,1.4670703,0.53028196,-0.013137155,-0.4169526,-2.3282087,-1.7031193,0.42734382
TIK20250801124825,-1.6730472,1.0749317,1.1726074,2.3037934,1.5303296,-0.8405888,-1.800586,-1.0441316,0.97040963,-0.7967849,0.10107505,-1.0306352,-1.175544,-1.8189554,0.5906296,1.0297552
TIK20250801124837,-1.4601283,0.71482944,1.7098186,0.85213435,1.4249,-0.29647005,-0.60745186,-1.908965,-1.5503142,0.86708826,-2.001086,-1.6062708,0.17535631,-0.65800035,-0.7057484,0.009921166
TIK20250801124843,-0.050093148,-0.40657514,-0.3229923,1.3232466,-0.119155586,-0.46655497,-0.7517974,-2.630387,-0.8169586,-0.70131475,-2.1770794,0.04493091,-0.42226648,-1.6632328,-2.146187,-0.8003609
TIK20250801124874,2.072005,0.2991875,1.1697022,1.9178518,1.1145107,-1.3322991,-1.2395844,-2.1343079,0.43119437,0.36854088,0.036244262,0.7750769,-0.3924433,-1.3602136,1.7514887,0.51643515
TIK20250801124879,0.7882428,-0.01050046,1.0696775,1.1146973,0.73539793,-0.86590195,-0.11523681,-2.384243,-0.9110894,1.2764081,-0.52098966,1.3236152,-0.22607282,-2.3208342,-0.9612781,-2.0991838
TIK20250801124903,-0.99535227,1.1626712,0.034881517,1.2237381,-0.43927002,-1.9914271,-0.9482949,-2.453824,-2.0172672,-1.6397697,-1.2372619,0.25089133,-0.18545464,-0.8173659,0.037925325,1.3214157
TIK20250801124916,-0.32733655,-1.2498751,1.34635,0.41549277,2.4153678,-0.582139,0.03116207,-2.9116533,-0.79975194,-0.6523297,1.1563234,-0.003527744,-1.099327,-1.4801642,0.5862061,0.96068466
TIK20250801124919,-0.17849138,1.2895151,1.6809597,-0.3198421,-0.3787768,-0.48370352,-1.4434859,-1.3244148,-2.8669078,-1.0172483,-1.4932936,1.2288456,0.79994,-1.0483655,0.0952376,0.9995384
TIK20250802124920,-0.24206433,-0.74212354,-0.836549,1.9361222,-0.22899719,-1.9102006,-1.9443237,-2.0632126,-1.6698502,1.2638148,-0.10731574,0.33709046,-1.540623,-0.2115284,-0.89739704,0.5384427
TIK20250802124931,-0.8756436,1.0320493,1.3007777,0.72697556,1.6920228,0.5933001,-1.4986042,-2.9528313,-1.2867978,-1.1237718,0.35880575,-0.75419706,1.2279228,0.121453255,-0.5421841,1.3375825
TIK20250802124937,-1.7642013,-0.123124965,1.75747,1.1588949,-1.3578862,-1.0957297,-1.8967324,-2.0094106,0.047919173,0.3410385,0.75232583,-0.13073264,-0.8612991,-0.7065606,-1.3633444,1.0048721
TIK20250802124963,0.25685835,-0.48808214,3.1554224,1.5927439,1.242409,-0.33594367,-0.3199421,-0.5092376,-1.9670185,0.35795084,-1.3792771,0.010508168,-1.3724401,1.167465,0.03797106,-0.30013978
TIK20250802124971,-0.6879125,1.4749495,1.3179814,-0.35810953,1.8920134,-1.3964711,-2.416892,-1.824572,0.6713625,-0.80451155,0.27054644,-1.0440161,-1.692512,-0.9150069,0.22010185,0.5307799
TIK20250802124975,-0.3595057,-0.1263794,1.6838579,0.8208565,1.8038858,1.3006566,-1.6414181,-1.5548593,0.520306,1.1634792,-0.71048945,-0.7938596,-1.0845336,-2.2889035,-2.0594115,-0.6195634
TIK20250802124989,-0.8818833,-0.97914374,-0.103328675,2.1088963,0.6410435,-0.2112466,-2.2206416,-0.9186146,-0.8580177,1.124912,-0.20193416,1.3793149,-0.021078806,-2.161412,-0.8239344,2.802297
TIK20250802125006,-0.96358836,-1.2437453,3.1246195,-0.049776606,1.7541143,-0.49688354,-2.6684017,-0.39796564,-1.0199772,0.14559203,0.64864105,-0.5240289,-0.8808804,0.16426633,-0.2856086,-0.9028764
TIK20250802125008,-1.2291611,-0.059988383,0.28377068,0.05500476,0.073154755,-1.5783265,-1.6849195,-2.5623856,-1.3317417,2.5333533,-0.8224961,1.2263556,-0.61978805,-1.0688639,-0.444235,0.20782563
TIK20250802125012,0.49654204,-0.1510412,2.118338,0.7905334,0.6340042,-1.6545438,-0.6719389,-2.1524584,-0.62641156,0.6949067,1.5090166,-0.88239944,0.399108,-2.3264678,-0.91016394,1.507776
TIK20250802125041,0.58240753,0.70490134,0.48824027,1.3087983,-0.02738376,-0.3681175,-2.1018476,-2.863793,0.16196972,-0.64755183,2.1918588,1.4857689,-1.8061461,-0.61131126,0.4193304,0.12665616
TIK20250802125051,-0.45332593,1.8130126,1.2681316,1.8569247,0.18758866,-0.5530829,-1.1890464,-1.2272936,-1.7443497,0.12589559,1.1143821,1.1797577,0.87432677,-2.7114706,0.47399053,-0.57400507
TIK20250802125060,-1.0653008,-0.11645595,1.9683753,0.24818102,1.3288587,-0.20123279,-0.48301083,-2.1664279,-1.9017308,-0.26201132,-2.3595,-1.2348307,0.9034436,-1.4382552,-1.1091475,0.951599
TIK20250802125100,-0.63745296,0.8721298,0.10016361,1.399439,1.3977134,-0.050894283,-3.1674542,-0.28444704,-1.1829542,-0.16136612,-0.33436233,1.6916994,0.038418215,0.7101921,-2.1806116,-0.66897655
TIK20250802125106,-0.5596175,1.2087133,0.87242836,0.7753462,-1.715314,0.08367841,-2.3983202,-1.2398118,-0.8068863,-1.6921011,-0.3937784,1.2238586,-2.264095,-2.0151868,-0.09287288,0.06857399
TIK20250802125107,-0.43227318,-1.3231828,1.9660614,1.449411,0.688034,-2.5869994,-0.66940653,-1.94635,-0.536591,0.69531274,-0.432746,0.47337744,1.1490184,-0.19123949,-1.8271992,0.24632277
TIK20250802125126,2.3005698,1.2239034,0.62454855,0.27614534,0.8960797,-0.028716465,-1.4956876,-2.4032483,-1.7648395,-0.2817686,0.23094246,0.7037103,-0.05734582,0.32793966,-1.4450395,1.2785779
TIK20250802125135,0.31498578,-0.023597697,1.5190237,1.3699942,0.37257406,-0.59504646,-0.012052812,-2.5133898,-0.737619,1.545184,-0.45681202,1.167907,-0.55624175,-2.0915966,-0.88148475,-2.2483537
TIK20250802125139,-0.9094859,-1.4826243,1.7416129,0.5744798,2.8158019,-0.3997562,-0.16035287,-2.3679771,-0.6481972,-0.42520967,1.2826501,-0.069444105,-1.1026235,-1.399748,0.63215023,0.75719345
TIK20250802125153,0.055876963,0.047113,1.5288327,0.15058273,0.39626005,-0.47022834,-1.2403113,-2.2057555,0.06559472,0.60355014,-1.9421232,0.43817124,1.7665771,-2.2953353,-0.94288343,0.71058524
TIK20250802125161,-0.21554315,1.9233966,2.2542055,-0.46316546,0.6423253,-1.5042573,-0.35505626,-0.7752832,-1.980115,0.24139512,-0.7029673,0.115407154,-2.2070518,-0.2545206,-0.7520275,0.8339663
TIK20250802125173,-1.156923,0.26453832,1.9735838,1.8667959,-0.8517998,0.5167785,-1.498638,-0.43010077,-1.209291,1.6750426,-0.5962856,1.0351673,-2.1963096,-0.60802096,-0.64737546,1.5774858
TIK20250802125185,0.3059513,-0.9604018,1.328686,-0.15965402,0.8638397,1.5026567,-3.2408576,-0.1875613,-0.238437,-0.68241674,-0.51869476,0.22903374,-1.5806494,-1.6102974,-1.1375843,2.1012568
TIK20250803125220,1.0294763,-0.32141775,0.38197228,0.4157692,0.75032216,-2.0658891,-2.7488117,-1.7393252,0.78745097,0.23466478,0.45211837,2.0869458,-1.7160549,0.4826673,-0.56365246,0.7629543
TIK20250803125236,-0.551456,-1.3690931,3.068715,1.6633278,0.9642752,-0.48545536,0.30361077,-0.6493283,-0.3308366,-1.1430718,-0.28730977,0.81661284,-2.2244837,-0.94581,0.1890133,1.4360476
TIK20250803125263,0.32189998,0.13320258,1.1929495,0.8156277,2.5178633,-1.2279817,0.28828576,-1.3122184,-0.23063646,-0.966529,-1.4731119,-0.35847354,-2.9074922,-0.8571532,-1.386361,0.41838676
TIK20250803125270,0.063894905,0.08424667,3.0531948,0.5904098,-0.7897743,1.0868756,-2.9139693,-0.99480057,-1.0160204,-2.0513716,0.070050746,0.39308885,-0.5067872,0.48216072,-0.15632446,0.17279793
TIK20250803125286,1.9806609,-1.1276294,2.2623506,1.4735253,1.2056403,0.9640156,-2.2302074,-1.4590558,-0.6771587,0.3784729,1.7957727,0.21044375,-0.8201245,0.09170485,-0.40374413,1.0907233
TIK20250803125292,1.0634902,-0.20056863,0.24229549,1.5490018,0.84449047,-1.1864593,-0.5619964,-0.8302754,-2.2197886,-0.12779133,-2.4630268,1.885967,-1.8911251,0.2873741,-1.3879594,-0.7065753
TIK20250803125297,0.61671746,-1.0490214,1.5630194,1.6156874,0.6096651,0.34631607,-0.16722216,-1.6692618,0.45423058,-2.0559695,-0.051779848,1.6078638,-0.94621974,-2.6863732,-1.1064267,-0.6273398
TIK20250803125313,0.31382778,-1.5535057,0.3922886,0.7777472,1.0300715,-1.5934786,-1.0228752,-0.6516541,-1.7227303,-0.12226284,-1.7816399,2.171426,-1.4121217,-0.5820479,-1.1876748,-1.4979953
