Id,Label,topic,verified,followers,sentiment_positive,popularity
INS20250823131813,INS20250823131813,Entertainment,0,385,0.698,0
INS20250823131814,INS20250823131814,Finance,0,1078,0.128,0
INS20250823131815,INS20250823131815,Sports,0,240,0.938,0
INS20250823131816,INS20250823131816,Technology,0,34930,0.936,1
INS20250823131817,INS20250823131817,Entertainment,0,23663,0.944,0
INS20250823131820,INS20250823131820,Politics,0,49,0.65,0
INS20250823131821,INS20250823131821,Fashion,0,22981,0.056,1
INS20250823131824,INS20250823131824,Business,0,48235,0.801,1
INS20250823131829,INS20250823131829,Fashion,0,160,0.92,0
INS20250823131835,INS20250823131835,Travel,0,11760,0.255,1
INS20250823131837,INS20250823131837,Politics,0,60,0.173,0
INS20250823131842,INS20250823131842,Entertainment,0,61,0.072,0
INS20250823131850,INS20250823131850,Gaming,0,177929,0.874,1
INS20250823131852,INS20250823131852,AI/ML,0,270,0.05,0
INS20250823131853,INS20250823131853,Science,0,28,0.846,0
INS20250823131854,INS20250823131854,Fashion,0,888,0.179,0
INS20250823131856,INS20250823131856,Sports,0,626,0.248,0
INS20250823131872,INS20250823131872,Technology,0,3834,0.087,0
INS20250823131875,INS20250823131875,Gaming,0,724,0.784,0
INS20250823131878,INS20250823131878,Food,0,261,0.198,0
INS20250823131881,INS20250823131881,Fashion,0,465,0.733,0
INS20250823131885,INS20250823131885,Climate,0,668,0.652,0
INS20250823131886,INS20250823131886,Gaming,0,46,0.683,0
INS20250823131887,INS20250823131887,Travel,0,59292,0.118,1
INS20250823131892,INS20250823131892,Finance,0,120,0.089,0
INS20250823131893,INS20250823131893,Travel,0,545,0.019,0
INS20250823131903,INS20250823131903,Education,0,2872,0.837,0
INS20250823131907,INS20250823131907,Technology,0,11996,0.031,0
INS20250823131915,INS20250823131915,Gaming,0,608,0.064,0
INS20250823131921,INS20250823131921,Science,0,90,0.673,0
INS20250823131924,INS20250823131924,Health,0,349,0.277,0
INS20250823131925,INS20250823131925,Fashion,0,11217,0.185,1
INS20250823131942,INS20250823131942,Technology,0,35,0.088,0
INS20250823131943,INS20250823131943,Politics,1,157060,0.269,1
INS20250823131945,INS20250823131945,Food,0,576,0.747,0
INS20250823131947,INS20250823131947,Politics,0,432,0.089,0
INS20250823131954,INS20250823131954,Travel,0,96,0.13,0
INS20250823131959,INS20250823131959,Entertainment,0,2963,0.076,0
INS20250823131960,INS20250823131960,Politics,0,3005,0.141,0
INS20250823131962,INS20250823131962,AI/ML,0,230,0.666,0
INS20250823131972,INS20250823131972,Finance,0,298,0.156,1
INS20250823131976,INS20250823131976,Technology,0,916,0.289,0
INS20250823131987,INS20250823131987,Health,0,30285,0.016,1
INS20250823131990,INS20250823131990,AI/ML,0,122681,0.111,1
INS20250823132002,INS20250823132002,Sports,0,8191,0.115,0
INS20250824132020,INS20250824132020,Gaming,0,8777,0.129,0
INS20250824132023,INS20250824132023,Entertainment,0,145,0.716,0
INS20250824132036,INS20250824132036,AI/ML,0,2390,0.721,0
INS20250824132037,INS20250824132037,Travel,0,284,0.194,0
INS20250824132039,INS20250824132039,Fashion,0,3817,0.91,1
INS20250824132042,INS20250824132042,Science,0,488,0.142,0
INS20250824132044,INS20250824132044,AI/ML,0,802,0.793,0
INS20250824132059,INS20250824132059,Finance,0,8878,0.105,1
INS20250824132062,INS20250824132062,Climate,0,257,0.942,0
INS20250824132063,INS20250824132063,Politics,0,54,0.13,0
INS20250824132064,INS20250824132064,Science,0,1342,0.887,0
INS20250824132070,INS20250824132070,Science,0,6885,0.153,0
INS20250824132079,INS20250824132079,Climate,0,517,0.874,1
INS20250824132081,INS20250824132081,Education,0,35,0.853,0
INS20250824132083,INS20250824132083,Sports,0,13839,0.172,1
INS20250824132091,INS20250824132091,AI/ML,0,13713,0.941,1
INS20250824132092,INS20250824132092,Education,0,90,0.034,0
INS20250824132095,INS20250824132095,Food,0,198951,0.878,0
INS20250824132097,INS20250824132097,Entertainment,0,196,0.829,0
INS20250824132101,INS20250824132101,Food,0,1149,0.833,0
INS20250824132102,INS20250824132102,Gaming,0,78,0.68,0
INS20250824132103,INS20250824132103,Technology,0,256,0.671,0
INS20250824132107,INS20250824132107,Technology,0,25736,0.669,0
INS20250824132111,INS20250824132111,Fashion,0,205,0.843,0
INS20250824132112,INS20250824132112,Health,0,554,0.638,0
INS20250824132114,INS20250824132114,Politics,0,45,0.122,0
INS20250824132116,INS20250824132116,Climate,0,7716,0.221,0
INS20250824132120,INS20250824132120,Entertainment,0,17784,0.07,0
INS20250824132129,INS20250824132129,Sports,0,15,0.703,0
INS20250824132130,INS20250824132130,Entertainment,0,10554,0.714,1
INS20250824132131,INS20250824132131,Health,0,87,0.056,0
INS20250824132132,INS20250824132132,Education,0,9368,0.069,1
INS20250824132139,INS20250824132139,Fashion,0,2487,0.743,0
INS20250824132140,INS20250824132140,Sports,0,11182,0.074,1
INS20250824132151,INS20250824132151,Entertainment,0,867,0.243,1
INS20250824132160,INS20250824132160,Technology,0,14756,0.124,1
INS20250824132172,INS20250824132172,Travel,0,112,0.15,0
INS20250824132177,INS20250824132177,Politics,0,46,0.127,0
INS20250824132178,INS20250824132178,AI/ML,0,656,0.091,0
INS20250824132183,INS20250824132183,Entertainment,0,251,0.818,0
INS20250824132209,INS20250824132209,Business,0,14141,0.071,1
INS20250824132211,INS20250824132211,Entertainment,0,841,0.04,0
INS20250824132212,INS20250824132212,Climate,0,11865,0.79,0
INS20250824132216,INS20250824132216,Travel,0,1105,0.937,0
INS20250824132217,INS20250824132217,Fashion,0,3324,0.14,1
INS20250824132220,INS20250824132220,Finance,0,215,0.607,0
INS20250824132221,INS20250824132221,Travel,0,8091,0.189,0
INS20250824132222,INS20250824132222,Science,0,151,0.919,0
INS20250824132223,INS20250824132223,Sports,0,21,0.091,0
INS20250824132230,INS20250824132230,AI/ML,0,435,0.69,0
INS20250824132231,INS20250824132231,Entertainment,0,10862,0.028,1
INS20250824132232,INS20250824132232,Entertainment,0,5501,0.864,0
INS20250824132234,INS20250824132234,Science,0,138,0.767,0
INS20250824132235,INS20250824132235,Finance,0,7319,0.92,1
INS20250824132236,INS20250824132236,Sports,0,10042,0.124,0
INS20250824132237,INS20250824132237,Politics,0,314,0.07,0
INS20250824132242,INS20250824132242,Politics,0,386,0.145,0
INS20250824132247,INS20250824132247,Science,0,76,0.158,0
INS20250824132256,INS20250824132256,Sports,0,278,0.934,0
INS20250824132257,INS20250824132257,Education,0,1678,0.068,0
INS20250824132258,INS20250824132258,Education,0,15088,0.226,1
INS20250824132263,INS20250824132263,Science,0,359,0.783,0
INS20250824132266,INS20250824132266,Politics,0,819,0.127,0
INS20250824132268,INS20250824132268,Education,0,109822,0.682,1
INS20250824132269,INS20250824132269,Gaming,0,403,0.162,0
INS20250824132276,INS20250824132276,Finance,0,19801,0.112,1
INS20250824132286,INS20250824132286,Health,0,285,0.137,0
INS20250824132287,INS20250824132287,Sports,0,32153,0.945,1
INS20250824132298,INS20250824132298,Science,0,101,0.133,0
INS20250824132299,INS20250824132299,Climate,0,2563,0.178,0
INS20250824132304,INS20250824132304,Sports,0,6794,0.892,1
INS20250824132310,INS20250824132310,Food,0,16745,0.818,0
INS20250824132311,INS20250824132311,Travel,0,1894,0.112,0
INS20250824132312,INS20250824132312,Fashion,0,470,0.768,0
INS20250824132314,INS20250824132314,Finance,0,1227,0.885,0
INS20250824132315,INS20250824132315,Science,0,12,0.734,0
INS20250825132326,INS20250825132326,Fashion,0,63,0.848,0
INS20250825132330,INS20250825132330,Science,0,257,0.196,0
INS20250825132341,INS20250825132341,Climate,0,347,0.836,0
INS20250825132347,INS20250825132347,Health,0,1383,0.039,1
INS20250825132353,INS20250825132353,Food,0,375,0.739,0
INS20250825132354,INS20250825132354,Fashion,0,12854,0.159,0
INS20250825132359,INS20250825132359,Education,0,642,0.156,0
INS20250825132361,INS20250825132361,AI/ML,0,2509,0.213,0
INS20250825132362,INS20250825132362,Science,0,5381,0.608,1
INS20250825132381,INS20250825132381,Gaming,0,3447,0.098,0
INS20250825132384,INS20250825132384,Health,0,4328,0.793,1
INS20250825132386,INS20250825132386,Health,0,324,0.019,0
INS20250825132390,INS20250825132390,Food,0,1391,0.868,0
INS20250825132393,INS20250825132393,Politics,0,9736,0.104,0
INS20250825132400,INS20250825132400,Travel,0,307,0.238,0
INS20250825132411,INS20250825132411,Entertainment,0,268608,0.226,1
INS20250825132425,INS20250825132425,Health,0,3195,0.767,0
INS20250825132429,INS20250825132429,Politics,0,512,0.176,0
INS20250825132430,INS20250825132430,Education,0,702,0.29,0
INS20250825132436,INS20250825132436,Fashion,0,136813,0.088,1
INS20250825132441,INS20250825132441,Entertainment,0,27979,0.832,0
INS20250825132449,INS20250825132449,Business,0,6437,0.838,0
INS20250825132452,INS20250825132452,Entertainment,0,3396,0.72,0
INS20250825132453,INS20250825132453,Gaming,0,187,0.126,0
INS20250825132454,INS20250825132454,Health,0,40,0.83,0
INS20250825132455,INS20250825132455,Travel,0,8841,0.764,0
INS20250825132463,INS20250825132463,Sports,0,2422,0.126,0
INS20250825132465,INS20250825132465,Health,0,365,0.773,0
INS20250825132473,INS20250825132473,Climate,0,2709,0.836,0
INS20250825132474,INS20250825132474,Politics,0,7337,0.137,1
INS20250825132477,INS20250825132477,Gaming,0,34,0.641,0
INS20250825132481,INS20250825132481,AI/ML,0,1285,0.929,0
INS20250825132482,INS20250825132482,Fashion,0,464,0.149,0
INS20250825132488,INS20250825132488,Gaming,1,73855,0.759,1
INS20250825132489,INS20250825132489,Food,0,11284,0.769,1
INS20250825132495,INS20250825132495,Climate,0,1036,0.145,0
INS20250825132499,INS20250825132499,Politics,0,5262,0.888,0
INS20250825132504,INS20250825132504,Sports,0,4654,0.817,0
INS20250825132509,INS20250825132509,Finance,0,1687,0.193,1
INS20250825132517,INS20250825132517,Entertainment,0,231,0.855,0
INS20250825132518,INS20250825132518,Gaming,0,19504,0.787,1
INS20250825132521,INS20250825132521,Food,0,1344,0.249,0
INS20250825132526,INS20250825132526,Technology,0,11847,0.604,1
INS20250825132528,INS20250825132528,Food,0,4777,0.118,0
INS20250825132530,INS20250825132530,Gaming,0,9351,0.14,0
INS20250825132533,INS20250825132533,Food,0,2389,0.062,0
INS20250825132534,INS20250825132534,Politics,0,19412,0.726,1
INS20250825132547,INS20250825132547,Gaming,0,6764,0.822,1
INS20250825132552,INS20250825132552,Gaming,0,1805,0.089,1
INS20250825132553,INS20250825132553,Science,0,35,0.867,0
INS20250825132560,INS20250825132560,AI/ML,0,13501,0.115,1
INS20250825132563,INS20250825132563,Sports,0,85,0.941,0
INS20250825132572,INS20250825132572,Fashion,0,41,0.175,0
INS20250825132573,INS20250825132573,Health,0,425,0.673,0
INS20250825132578,INS20250825132578,Climate,0,594,0.071,0
INS20250825132588,INS20250825132588,Food,0,1458,0.094,0
INS20250825132591,INS20250825132591,Politics,0,244,0.761,0
INS20250825132597,INS20250825132597,Politics,0,369,0.689,0
INS20250825132599,INS20250825132599,Science,0,29952,0.141,1
INS20250825132602,INS20250825132602,Climate,0,21255,0.04,1
INS20250825132612,INS20250825132612,AI/ML,0,1502,0.644,0
INS20250825132620,INS20250825132620,Food,0,2879,0.903,1
INS20250825132621,INS20250825132621,Technology,0,284,0.016,0
INS20250825132626,INS20250825132626,Business,0,817,0.018,0
INS20250825132627,INS20250825132627,Gaming,0,3038,0.68,0
INS20250826132632,INS20250826132632,Business,0,298,0.1,0
INS20250826132636,INS20250826132636,Business,0,15759,0.065,0
INS20250826132637,INS20250826132637,Climate,0,782,0.245,0
INS20250826132644,INS20250826132644,Travel,0,77,0.724,0
INS20250826132646,INS20250826132646,Entertainment,0,3310,0.803,0
INS20250826132649,INS20250826132649,Education,0,136,0.641,0
INS20250826132650,INS20250826132650,Entertainment,0,850,0.151,0
INS20250826132651,INS20250826132651,Politics,0,864,0.95,0
INS20250826132663,INS20250826132663,Climate,0,5721,0.848,1
INS20250826132664,INS20250826132664,Climate,0,22759,0.061,1
INS20250826132666,INS20250826132666,Finance,0,139,0.705,0
INS20250826132667,INS20250826132667,Fashion,1,613038,0.736,1
INS20250826132679,INS20250826132679,Food,0,1595,0.824,0
INS20250826132680,INS20250826132680,Gaming,0,338,0.879,0
INS20250826132690,INS20250826132690,Food,0,257,0.879,0
INS20250826132691,INS20250826132691,Fashion,0,527,0.057,0
INS20250826132696,INS20250826132696,AI/ML,0,7443,0.845,0
INS20250826132702,INS20250826132702,Travel,0,53,0.908,0
INS20250826132708,INS20250826132708,Entertainment,0,9752,0.128,0
INS20250826132709,INS20250826132709,Sports,0,80,0.131,0
INS20250826132711,INS20250826132711,Science,0,786,0.652,0
INS20250826132712,INS20250826132712,Entertainment,0,7479,0.251,0
INS20250826132714,INS20250826132714,Education,0,150,0.021,0
INS20250826132717,INS20250826132717,Health,0,8348,0.289,0
INS20250826132722,INS20250826132722,AI/ML,0,816,0.699,0
INS20250826132725,INS20250826132725,Gaming,0,26,0.67,0
INS20250826132729,INS20250826132729,Gaming,0,13862,0.128,0
INS20250826132733,INS20250826132733,Education,0,14122,0.942,1
INS20250826132745,INS20250826132745,Gaming,0,196,0.268,0
INS20250826132747,INS20250826132747,Business,0,199,0.119,0
INS20250826132749,INS20250826132749,Education,0,1280,0.17,0
INS20250826132755,INS20250826132755,Finance,0,14614,0.815,0
INS20250826132764,INS20250826132764,Travel,0,2719,0.025,1
INS20250826132767,INS20250826132767,Politics,0,16766,0.9,0
INS20250826132771,INS20250826132771,Politics,0,289,0.247,0
INS20250826132775,INS20250826132775,Politics,0,24953,0.143,1
INS20250826132776,INS20250826132776,Travel,0,62346,0.045,1
INS20250826132779,INS20250826132779,Travel,0,349,0.038,1
INS20250826132781,INS20250826132781,Gaming,0,12097,0.021,1
INS20250826132783,INS20250826132783,AI/ML,0,56,0.242,0
INS20250826132784,INS20250826132784,Entertainment,0,300,0.132,0
INS20250826132787,INS20250826132787,Food,0,345,0.25,0
INS20250826132795,INS20250826132795,Food,0,71,0.895,0
INS20250826132806,INS20250826132806,Finance,0,547,0.097,0
INS20250826132808,INS20250826132808,Business,0,2641,0.832,0
INS20250826132814,INS20250826132814,Education,0,12,0.701,0
INS20250826132820,INS20250826132820,AI/ML,0,258,0.015,0
INS20250826132821,INS20250826132821,Finance,0,756,0.183,0
INS20250826132831,INS20250826132831,Travel,0,6957,0.716,1
INS20250826132836,INS20250826132836,Technology,0,75,0.734,0
INS20250826132841,INS20250826132841,Politics,0,141,0.046,0
INS20250826132849,INS20250826132849,Education,0,3443,0.757,0
INS20250826132850,INS20250826132850,Health,0,5347,0.615,0
INS20250826132854,INS20250826132854,Climate,0,71186,0.072,0
INS20250826132863,INS20250826132863,Travel,0,1329,0.281,0
INS20250826132868,INS20250826132868,Gaming,0,20491,0.89,1
INS20250826132870,INS20250826132870,Sports,0,14529,0.139,1
INS20250826132875,INS20250826132875,Technology,0,2471,0.091,0
INS20250826132876,INS20250826132876,Food,0,132,0.609,0
INS20250826132886,INS20250826132886,Science,0,377,0.845,0
INS20250826132890,INS20250826132890,Travel,0,3566,0.865,0
INS20250826132891,INS20250826132891,Travel,0,745,0.129,0
INS20250826132895,INS20250826132895,Gaming,0,559,0.885,0
INS20250826132897,INS20250826132897,Health,0,64,0.893,0
INS20250826132905,INS20250826132905,Finance,0,193,0.783,0
INS20250826132906,INS20250826132906,Politics,0,41,0.228,0
INS20250826132911,INS20250826132911,Technology,0,57,0.899,0
INS20250826132916,INS20250826132916,Science,0,9049,0.737,1
INS20250826132921,INS20250826132921,Health,0,33930,0.768,0
INS20250826132926,INS20250826132926,Travel,0,16493,0.67,0
INS20250826132932,INS20250826132932,Gaming,1,73992,0.032,1
INS20250826132933,INS20250826132933,Education,0,8,0.792,0
INS20250826132934,INS20250826132934,Science,0,408,0.787,0
INS20250826132937,INS20250826132937,Finance,0,49090,0.098,1
INS20250826132938,INS20250826132938,Travel,0,2220,0.921,0
INS20250826132939,INS20250826132939,Gaming,0,14063,0.883,0
INS20250826132945,INS20250826132945,Business,0,682,0.944,0
INS20250826132950,INS20250826132950,Health,0,492,0.865,0
INS20250826132953,INS20250826132953,Finance,0,2352,0.722,0
INS20250827132960,INS20250827132960,Climate,0,49,0.074,0
INS20250827132961,INS20250827132961,Fashion,0,9034,0.812,0
INS20250827132962,INS20250827132962,Science,0,38,0.264,0
INS20250827132965,INS20250827132965,Fashion,0,550,0.687,0
INS20250827132976,INS20250827132976,Finance,0,42,0.895,0
INS20250827132990,INS20250827132990,Finance,0,51,0.121,0
INS20250827132993,INS20250827132993,Science,0,374,0.628,0
INS20250827133000,INS20250827133000,Technology,0,63628,0.11,0
INS20250827133001,INS20250827133001,Entertainment,0,36812,0.804,0
INS20250827133016,INS20250827133016,Education,0,1746,0.615,1
INS20250827133020,INS20250827133020,Health,0,3415,0.03,0
INS20250827133028,INS20250827133028,Travel,0,2645,0.694,0
INS20250827133034,INS20250827133034,Fashion,0,268,0.83,0
INS20250827133041,INS20250827133041,Finance,0,0,0.769,0
INS20250827133044,INS20250827133044,Technology,0,248,0.708,0
INS20250827133059,INS20250827133059,Climate,0,245884,0.142,0
INS20250827133061,INS20250827133061,Business,0,453,0.012,0
INS20250827133069,INS20250827133069,Sports,0,27049,0.137,0
INS20250827133070,INS20250827133070,AI/ML,0,1024,0.255,0
INS20250827133075,INS20250827133075,Finance,0,145,0.122,0
INS20250827133078,INS20250827133078,Climate,0,378,0.261,0
INS20250827133081,INS20250827133081,Technology,0,485,0.109,0
INS20250827133084,INS20250827133084,Health,0,182,0.161,0
INS20250827133093,INS20250827133093,AI/ML,0,3604,0.889,0
INS20250827133096,INS20250827133096,Health,0,190873,0.182,1
INS20250827133101,INS20250827133101,Sports,0,1384,0.254,0
INS20250827133103,INS20250827133103,Sports,0,1843,0.272,0
INS20250827133104,INS20250827133104,Education,0,2103,0.291,0
INS20250827133105,INS20250827133105,Travel,0,1570,0.175,0
INS20250827133109,INS20250827133109,Travel,0,250,0.109,0
INS20250827133110,INS20250827133110,Entertainment,0,2094,0.855,0
INS20250827133111,INS20250827133111,Technology,0,343,0.668,0
INS20250827133114,INS20250827133114,Technology,0,31,0.694,0
INS20250827133120,INS20250827133120,Business,0,4220,0.119,0
INS20250827133123,INS20250827133123,Climate,0,681,0.616,0
INS20250827133127,INS20250827133127,Technology,0,65691,0.864,1
INS20250827133138,INS20250827133138,Finance,0,22,0.781,0
INS20250827133139,INS20250827133139,Business,0,348,0.214,0
INS20250827133140,INS20250827133140,Science,0,271,0.778,0
INS20250827133142,INS20250827133142,Fashion,0,34,0.709,0
INS20250827133146,INS20250827133146,Sports,0,150,0.879,0
INS20250827133148,INS20250827133148,Sports,0,1739,0.674,0
INS20250827133156,INS20250827133156,AI/ML,0,294,0.616,0
INS20250827133164,INS20250827133164,Health,0,1928,0.133,1
INS20250827133167,INS20250827133167,Travel,0,1071,0.081,0
INS20250827133168,INS20250827133168,Finance,0,377,0.74,0
INS20250827133173,INS20250827133173,Climate,0,8137,0.272,0
INS20250827133187,INS20250827133187,Business,0,1716,0.112,1
INS20250827133191,INS20250827133191,Finance,0,1133,0.804,0
INS20250827133201,INS20250827133201,Health,0,3741,0.298,0
INS20250827133205,INS20250827133205,AI/ML,0,528,0.84,0
INS20250827133206,INS20250827133206,Finance,0,13598,0.228,0
INS20250827133207,INS20250827133207,Sports,0,466,0.918,0
INS20250827133210,INS20250827133210,Sports,0,38,0.63,0
INS20250827133212,INS20250827133212,Technology,0,8698,0.221,1
INS20250827133221,INS20250827133221,Finance,0,9799,0.742,0
INS20250827133225,INS20250827133225,Gaming,0,67698,0.107,1
INS20250827133231,INS20250827133231,Science,0,2186,0.858,0
INS20250827133233,INS20250827133233,Entertainment,0,897,0.625,0
INS20250827133235,INS20250827133235,Health,0,13201,0.664,0
INS20250827133238,INS20250827133238,Fashion,0,353,0.135,0
INS20250827133239,INS20250827133239,Science,0,5094,0.166,1
INS20250827133246,INS20250827133246,Politics,0,70,0.795,0
INS20250827133247,INS20250827133247,Gaming,0,306,0.273,0
INS20250827133250,INS20250827133250,Travel,0,225,0.939,0
INS20250827133261,INS20250827133261,Travel,0,18149,0.068,0
INS20250827133263,INS20250827133263,Entertainment,0,529,0.942,0
INS20250827133272,INS20250827133272,Travel,0,1261,0.854,0
INS20250827133281,INS20250827133281,Food,0,35,0.013,0
INS20250827133283,INS20250827133283,Climate,0,68849,0.922,0
INS20250828133285,INS20250828133285,Sports,0,1189,0.743,0
INS20250828133287,INS20250828133287,Technology,0,1909,0.623,1
INS20250828133290,INS20250828133290,Business,0,186,0.232,0
INS20250828133293,INS20250828133293,Business,0,9,0.776,0
INS20250828133296,INS20250828133296,Travel,0,5180,0.765,0
INS20250828133309,INS20250828133309,Entertainment,0,2538,0.128,0
INS20250828133315,INS20250828133315,Sports,0,136001,0.017,1
INS20250828133318,INS20250828133318,AI/ML,0,1127,0.073,0
INS20250828133323,INS20250828133323,AI/ML,0,4914,0.203,1
INS20250828133339,INS20250828133339,Education,0,6614,0.863,1
INS20250828133340,INS20250828133340,Entertainment,0,1469,0.645,0
INS20250828133355,INS20250828133355,Sports,1,651412,0.117,1
INS20250828133359,INS20250828133359,Education,0,1773,0.067,0
INS20250828133360,INS20250828133360,Business,0,12035,0.787,1
INS20250828133361,INS20250828133361,Education,0,437,0.104,0
INS20250828133364,INS20250828133364,Education,0,55,0.847,0
INS20250828133365,INS20250828133365,Fashion,0,5446,0.041,0
INS20250828133370,INS20250828133370,Science,0,368,0.928,0
INS20250828133371,INS20250828133371,Politics,0,1456,0.046,0
INS20250828133372,INS20250828133372,Entertainment,0,165,0.251,0
INS20250828133375,INS20250828133375,Technology,0,73,0.788,0
INS20250828133381,INS20250828133381,Education,0,12860,0.617,1
INS20250828133387,INS20250828133387,Travel,0,8794,0.144,1
INS20250828133392,INS20250828133392,Climate,0,265,0.802,0
INS20250828133397,INS20250828133397,Finance,0,264,0.775,0
INS20250828133414,INS20250828133414,Business,0,116,0.786,0
INS20250828133419,INS20250828133419,Gaming,0,1033,0.115,0
INS20250828133424,INS20250828133424,AI/ML,0,64,0.096,0
INS20250828133425,INS20250828133425,Education,0,425,0.132,0
INS20250828133428,INS20250828133428,AI/ML,0,813,0.088,0
INS20250828133432,INS20250828133432,Science,0,5571,0.085,1
INS20250828133434,INS20250828133434,Entertainment,0,8124,0.206,1
INS20250828133440,INS20250828133440,Finance,0,90,0.777,0
INS20250828133442,INS20250828133442,Health,0,5714,0.184,1
INS20250828133454,INS20250828133454,Entertainment,0,1546,0.214,0
INS20250828133455,INS20250828133455,Food,0,9528,0.631,1
INS20250828133458,INS20250828133458,AI/ML,0,250,0.048,0
INS20250828133465,INS20250828133465,Politics,1,171136,0.759,1
INS20250828133467,INS20250828133467,Travel,0,122,0.687,0
INS20250828133478,INS20250828133478,Health,0,1866,0.272,0
INS20250828133480,INS20250828133480,Climate,0,77,0.222,0
INS20250828133483,INS20250828133483,Travel,0,481,0.896,0
INS20250828133485,INS20250828133485,Politics,0,12133,0.09,0
INS20250828133486,INS20250828133486,Entertainment,0,577,0.72,0
INS20250828133492,INS20250828133492,Science,0,168,0.618,0
INS20250828133496,INS20250828133496,Technology,0,889,0.05,0
INS20250828133499,INS20250828133499,AI/ML,0,2,0.144,0
INS20250828133501,INS20250828133501,Education,0,68,0.095,0
INS20250828133506,INS20250828133506,Business,0,38,0.108,0
INS20250828133514,INS20250828133514,Fashion,0,912,0.059,0
INS20250828133522,INS20250828133522,Food,0,10,0.076,0
INS20250828133523,INS20250828133523,Gaming,0,153,0.228,0
INS20250828133526,INS20250828133526,Finance,0,4383,0.254,1
INS20250828133527,INS20250828133527,Food,0,11833,0.272,1
INS20250828133529,INS20250828133529,Technology,0,5159,0.146,0
INS20250828133536,INS20250828133536,Education,0,8,0.835,0
INS20250828133541,INS20250828133541,Gaming,0,38,0.759,0
INS20250828133544,INS20250828133544,Climate,0,1734,0.136,0
INS20250828133550,INS20250828133550,Business,0,553,0.681,0
INS20250828133554,INS20250828133554,Food,0,8148,0.687,1
INS20250828133555,INS20250828133555,Politics,0,425,0.794,0
INS20250828133566,INS20250828133566,Sports,0,419,0.026,0
INS20250828133568,INS20250828133568,Science,0,3639,0.109,0
INS20250828133579,INS20250828133579,Technology,0,10224,0.147,0
INS20250828133583,INS20250828133583,Technology,0,73,0.119,0
INS20250828133587,INS20250828133587,Travel,0,279,0.135,0
INS20250828133594,INS20250828133594,Entertainment,0,1056,0.199,1
INS20250828133595,INS20250828133595,Fashion,0,25,0.126,0
INS20250828133596,INS20250828133596,Politics,0,6054,0.875,0
INS20250828133602,INS20250828133602,Finance,0,14336,0.631,0
INS20250828133607,INS20250828133607,Travel,0,39675,0.664,1
INS20250829133618,INS20250829133618,Business,0,749228,0.175,1
INS20250829133623,INS20250829133623,Finance,0,10344,0.728,0
INS20250829133625,INS20250829133625,Finance,0,5014,0.087,0
INS20250829133628,INS20250829133628,Finance,0,2407,0.94,1
INS20250829133634,INS20250829133634,Health,0,172905,0.753,0
INS20250829133655,INS20250829133655,Sports,0,17067,0.715,0
INS20250829133662,INS20250829133662,Science,0,82,0.686,0
INS20250829133663,INS20250829133663,Science,0,914,0.091,0
INS20250829133664,INS20250829133664,Fashion,0,810,0.614,0
INS20250829133672,INS20250829133672,Fashion,0,2101,0.14,0
INS20250829133676,INS20250829133676,Food,0,12312,0.254,1
INS20250829133681,INS20250829133681,Sports,0,222268,0.711,1
INS20250829133691,INS20250829133691,Travel,0,1054,0.095,0
INS20250829133694,INS20250829133694,Finance,0,981,0.118,0
INS20250829133697,INS20250829133697,Technology,0,15861,0.15,0
INS20250829133700,INS20250829133700,Business,0,117,0.793,0
INS20250829133718,INS20250829133718,Gaming,0,39465,0.225,0
INS20250829133720,INS20250829133720,Politics,0,2700,0.129,0
INS20250829133721,INS20250829133721,Sports,0,2358,0.228,1
INS20250829133724,INS20250829133724,Sports,0,25251,0.066,1
INS20250829133726,INS20250829133726,Gaming,1,356901,0.288,1
INS20250829133728,INS20250829133728,Entertainment,0,3044,0.05,0
INS20250829133732,INS20250829133732,Health,0,1454,0.662,0
INS20250829133734,INS20250829133734,Business,0,311,0.692,0
INS20250829133737,INS20250829133737,Politics,0,108,0.244,0
INS20250829133750,INS20250829133750,Travel,0,16260,0.242,0
INS20250829133754,INS20250829133754,Sports,0,16403,0.11,0
INS20250829133758,INS20250829133758,Food,0,10765,0.183,1
INS20250829133762,INS20250829133762,Gaming,0,9265,0.139,0
INS20250829133780,INS20250829133780,Gaming,0,4610,0.256,0
INS20250829133781,INS20250829133781,Science,0,378,0.09,0
INS20250829133784,INS20250829133784,Politics,0,2051,0.046,0
INS20250829133789,INS20250829133789,Business,0,682,0.258,0
INS20250829133791,INS20250829133791,Sports,0,212,0.054,0
INS20250829133798,INS20250829133798,Finance,0,8022,0.767,0
INS20250829133802,INS20250829133802,Gaming,0,2181,0.931,0
INS20250829133807,INS20250829133807,Entertainment,0,666,0.885,0
INS20250829133812,INS20250829133812,Entertainment,0,711,0.114,0
INS20250829133813,INS20250829133813,Finance,0,2205,0.864,0
INS20250829133816,INS20250829133816,Science,0,911,0.115,0
INS20250829133820,INS20250829133820,Technology,0,26311,0.118,0
INS20250829133822,INS20250829133822,Sports,0,20368,0.646,0
INS20250829133829,INS20250829133829,Climate,0,194,0.263,0
INS20250829133834,INS20250829133834,Sports,0,599,0.102,0
INS20250829133837,INS20250829133837,Business,0,501,0.159,0
INS20250829133840,INS20250829133840,Travel,0,3615,0.076,0
INS20250829133851,INS20250829133851,Science,0,445,0.136,0
INS20250829133852,INS20250829133852,AI/ML,0,3122,0.126,0
INS20250829133857,INS20250829133857,Science,0,677,0.835,0
INS20250829133862,INS20250829133862,Climate,0,16,0.863,0
